State Name,County Name,Religious,Amusement/Real Estate
Indiana,Newton,19.0,14.0
Indiana,Noble,113.0,63.0
Indiana,Ohio,16.0,7.0
Indiana,Orange,51.0,29.0
Indiana,Owen,42.0,15.0
Indiana,Parke,54.0,23.0
Indiana,Perry,42.0,28.0
Indiana,Pike,56.0,19.0
Indiana,Porter,314.0,357.0
Indiana,Posey,62.0,37.0
Indiana,Pulaski,56.0,24.0
Indiana,Putnam,119.0,57.0
Indiana,Randolph,68.0,37.0
Indiana,Ripley,94.0,47.0
Indiana,Rush,57.0,30.0
Indiana,Scott,56.0,29.0
Indiana,Shelby,99.0,87.0
Indiana,Spencer,66.0,48.0
Indiana,St. Joseph,567.0,492.0
Indiana,Starke,53.0,29.0
Indiana,Statewide Indiana,12.0,0.0
Indiana,Steuben,107.0,97.0
Indiana,Sullivan,51.0,3.0
Indiana,Switzerland,20.0,0.0
Indiana,Tippecanoe,340.0,492.0
Indiana,Tipton,46.0,23.0
Indiana,Union,20.0,0.0
Indiana,Vanderburgh,537.0,478.0
Indiana,Vermillion,36.0,5.0
Indiana,Vigo,293.0,192.0
Indiana,Wabash,120.0,58.0
Indiana,Warren,20.0,0.0
Indiana,Warrick,123.0,143.0
Indiana,Washington,50.0,14.0
Indiana,Wayne,182.0,133.0
Indiana,Wells,104.0,58.0
Indiana,White,56.0,36.0
Indiana,Whitley,86.0,61.0
Iowa,Adair,24.0,16.0
Iowa,Adams,14.0,0.0
Iowa,Allamakee,47.0,29.0
Iowa,Appanoose,32.0,24.0
Iowa,Audubon,24.0,0.0
Iowa,Benton,70.0,36.0
Iowa,Black Hawk,307.0,323.0
Iowa,Boone,74.0,67.0
Iowa,Bremer,85.0,30.0
Iowa,Buchanan,34.0,27.0
Iowa,Buena Vista,68.0,44.0
Iowa,Butler,60.0,12.0
Iowa,Calhoun,44.0,8.0
Iowa,Carroll,67.0,46.0
Iowa,Cass,47.0,31.0
Iowa,Cedar,48.0,41.0
Iowa,Cerro Gordo,133.0,140.0
Iowa,Cherokee,40.0,12.0
Iowa,Chickasaw,46.0,28.0
Iowa,Clarke,24.0,8.0
Iowa,Clay,53.0,50.0
Iowa,Clayton,74.0,23.0
Iowa,Clinton,120.0,87.0
Iowa,Crawford,31.0,30.0
Iowa,Dallas,145.0,388.0
Iowa,Davis,16.0,8.0
Iowa,Decatur,14.0,6.0
Iowa,Delaware,47.0,24.0
Iowa,Des Moines,132.0,77.0
Iowa,Dickinson,67.0,113.0
Iowa,Dubuque,184.0,306.0
Iowa,Emmet,42.0,0.0
Iowa,Fayette,64.0,37.0
Iowa,Floyd,51.0,21.0
Iowa,Franklin,46.0,15.0
Iowa,Fremont,10.0,0.0
Iowa,Greene,50.0,13.0
Iowa,Grundy,47.0,21.0
Iowa,Guthrie,50.0,6.0
Iowa,Hamilton,52.0,28.0
Iowa,Hancock,53.0,22.0
Iowa,Hardin,76.0,34.0
Iowa,Harrison,52.0,23.0
Iowa,Henry,44.0,28.0
Iowa,Howard,38.0,6.0
Iowa,Humboldt,31.0,12.0
Iowa,Ida,32.0,24.0
Iowa,Iowa,52.0,25.0
Iowa,Jackson,41.0,37.0
Iowa,Jasper,124.0,53.0
Iowa,Jefferson,59.0,50.0
Iowa,Johnson,245.0,389.0
Iowa,Jones,44.0,48.0
Iowa,Keokuk,28.0,0.0
Iowa,Kossuth,72.0,32.0
Iowa,Lee,108.0,63.0
Iowa,Linn,476.0,584.0
Iowa,Louisa,34.0,18.0
Iowa,Lucas,32.0,10.0
Iowa,Lyon,64.0,17.0
Iowa,Madison,44.0,42.0
Iowa,Mahaska,80.0,34.0
Iowa,Marion,110.0,81.0
Iowa,Marshall,104.0,53.0
Iowa,Mills,28.0,39.0
Iowa,Mitchell,42.0,13.0
Iowa,Monona,26.0,15.0
Iowa,Monroe,26.0,12.0
Iowa,Montgomery,34.0,25.0
Iowa,Muscatine,107.0,99.0
Iowa,O'Brien,75.0,20.0
Iowa,Osceola,30.0,0.0
Iowa,Page,81.0,18.0
Iowa,Palo Alto,38.0,14.0
Iowa,Plymouth,70.0,67.0
Iowa,Pocahontas,28.0,16.0
Iowa,Polk,1226.0,1754.0
Iowa,Pottawattamie,182.0,203.0
Iowa,Poweshiek,58.0,42.0
Iowa,Ringgold,20.0,14.0
Iowa,Sac,42.0,14.0
Iowa,Scott,330.0,514.0
Iowa,Shelby,44.0,22.0
Iowa,Sioux,170.0,85.0
Iowa,Statewide Iowa,14.0,0.0
Iowa,Story,222.0,313.0
Iowa,Tama,44.0,24.0
Iowa,Taylor,22.0,8.0
Iowa,Union,36.0,17.0
Iowa,Van Buren,10.0,6.0
Iowa,Wapello,81.0,39.0
Iowa,Warren,101.0,128.0
Iowa,Washington,83.0,33.0
Iowa,Wayne,18.0,6.0
Iowa,Webster,99.0,83.0
Iowa,Winnebago,40.0,13.0
Iowa,Winneshiek,69.0,43.0
Iowa,Woodbury,252.0,241.0
Iowa,Worth,32.0,3.0
Iowa,Wright,60.0,36.0
Kansas,Allen,34.0,34.0
Kansas,Anderson,16.0,3.0
Kansas,Atchison,58.0,21.0
Kansas,Barber,30.0,6.0
Kansas,Barton,108.0,65.0
Kansas,Bourbon,56.0,16.0
Kansas,Brown,40.0,19.0
Kansas,Butler,142.0,126.0
Kansas,Chase,11.0,0.0
Kansas,Chautauqua,14.0,0.0
Kansas,Cherokee,54.0,19.0
Kansas,Cheyenne,26.0,8.0
Kansas,Clark,16.0,0.0
Kansas,Clay,48.0,8.0
Kansas,Cloud,61.0,6.0
Kansas,Coffey,26.0,0.0
Kansas,Comanche,16.0,0.0
Kansas,Cowley,121.0,43.0
Kansas,Crawford,96.0,82.0
Kansas,Decatur,14.0,8.0
Kansas,Dickinson,83.0,35.0
Kansas,Doniphan,22.0,6.0
Kansas,Douglas,260.0,368.0
Kansas,Edwards,8.0,0.0
Kansas,Elk,12.0,0.0
Kansas,Ellis,66.0,97.0
Kansas,Ellsworth,34.0,6.0
Kansas,Finney,82.0,81.0
Kansas,Ford,60.0,58.0
Kansas,Franklin,68.0,41.0
Kansas,Geary,61.0,103.0
Kansas,Gove,20.0,0.0
Kansas,Graham,20.0,0.0
Kansas,Grant,28.0,6.0
Kansas,Gray,39.0,8.0
Kansas,Greeley,8.0,0.0
Kansas,Greenwood,24.0,0.0
Kansas,Hamilton,14.0,0.0
Kansas,Harper,34.0,8.0
Kansas,Harvey,132.0,45.0
Kansas,Haskell,16.0,6.0
Kansas,Hodgeman,8.0,0.0
Kansas,Jackson,34.0,24.0
Kansas,Jefferson,42.0,27.0
Kansas,Jewell,16.0,0.0
Kansas,Johnson,952.0,1512.0
Kansas,Kearny,14.0,6.0
Kansas,Kingman,39.0,10.0
Kansas,Kiowa,24.0,0.0
Kansas,Labette,60.0,22.0
Kansas,Lane,16.0,0.0
Kansas,Leavenworth,119.0,129.0
Kansas,Lincoln,18.0,0.0
Kansas,Linn,19.0,8.0
Kansas,Logan,15.0,0.0
Kansas,Lyon,79.0,86.0
Kansas,Marion,64.0,13.0
Kansas,Marshall,46.0,18.0
Kansas,McPherson,142.0,67.0
Kansas,Meade,30.0,0.0
Kansas,Miami,86.0,57.0
Kansas,Mitchell,35.0,25.0
Kansas,Montgomery,132.0,54.0
Kansas,Morris,34.0,6.0
Kansas,Morton,18.0,0.0
Kansas,Nemaha,32.0,0.0
Kansas,Neosho,54.0,28.0
Kansas,Ness,18.0,0.0
Kansas,Norton,28.0,6.0
Kansas,Osage,36.0,18.0
Kansas,Osborne,24.0,0.0
Kansas,Ottawa,16.0,6.0
Kansas,Pawnee,22.0,8.0
Kansas,Phillips,40.0,0.0
Kansas,Pottawatomie,51.0,63.0
Kansas,Pratt,40.0,23.0
Kansas,Rawlins,14.0,0.0
Kansas,Reno,182.0,103.0
Kansas,Republic,34.0,0.0
Kansas,Rice,45.0,6.0
Kansas,Riley,173.0,240.0
Kansas,Rooks,21.0,0.0
Kansas,Rush,12.0,0.0
Kansas,Russell,34.0,10.0
Kansas,Saline,171.0,119.0
Kansas,Scott,28.0,10.0
Kansas,Sedgwick,1014.0,1328.0
Kansas,Seward,56.0,46.0
Kansas,Shawnee,576.0,429.0
Kansas,Sheridan,22.0,0.0
Kansas,Sherman,30.0,17.0
Kansas,Smith,34.0,0.0
Kansas,Stafford,22.0,0.0
Kansas,Stanton,12.0,0.0
Kansas,Statewide Kansas,19.0,0.0
Kansas,Stevens,26.0,0.0
Kansas,Sumner,70.0,34.0
Kansas,Thomas,45.0,11.0
Kansas,Trego,18.0,6.0
Kansas,Wabaunsee,18.0,6.0
Kansas,Wallace,10.0,6.0
Kansas,Washington,43.0,6.0
Kansas,Wichita,20.0,0.0
Kansas,Wilson,44.0,7.0
Kansas,Woodson,12.0,0.0
Kansas,Wyandotte,364.0,203.0
Kentucky,Adair,18.0,11.0
Kentucky,Allen,30.0,25.0
Kentucky,Anderson,57.0,21.0
Kentucky,Ballard,30.0,0.0
Kentucky,Barren,69.0,48.0
Kentucky,Bath,9.0,12.0
Kentucky,Bell,44.0,30.0
Kentucky,Boone,138.0,309.0
Kentucky,Bourbon,46.0,17.0
Kentucky,Boyd,158.0,60.0
Kentucky,Boyle,84.0,61.0
Kentucky,Bracken,22.0,0.0
Kentucky,Breathitt,12.0,0.0
Kentucky,Breckinridge,53.0,14.0
Kentucky,Bullitt,98.0,98.0
Kentucky,Butler,38.0,8.0
Kentucky,Caldwell,51.0,6.0
Kentucky,Calloway,100.0,73.0
Kentucky,Campbell,136.0,201.0
Kentucky,Carlisle,10.0,6.0
Kentucky,Carroll,22.0,0.0
Kentucky,Carter,37.0,28.0
Kentucky,Casey,21.0,12.0
Kentucky,Christian,180.0,104.0
Kentucky,Clark,75.0,45.0
Kentucky,Clay,24.0,8.0
Kentucky,Clinton,12.0,6.0
Kentucky,Crittenden,28.0,5.0
Kentucky,Cumberland,6.0,4.0
Kentucky,Daviess,251.0,236.0
Kentucky,Edmonson,6.0,6.0
Kentucky,Elliott,0.0,0.0
Kentucky,Estill,34.0,6.0
Kentucky,Fayette,790.0,1130.0
Kentucky,Fleming,16.0,12.0
Kentucky,Floyd,52.0,41.0
Kentucky,Franklin,250.0,91.0
Kentucky,Fulton,16.0,0.0
Kentucky,Gallatin,0.0,0.0
Kentucky,Garrard,22.0,16.0
Kentucky,Grant,38.0,44.0
Kentucky,Graves,73.0,53.0
Kentucky,Grayson,36.0,20.0
Kentucky,Green,40.0,3.0
Kentucky,Greenup,59.0,29.0
Kentucky,Hancock,25.0,8.0
Kentucky,Hardin,195.0,240.0
Kentucky,Harlan,53.0,16.0
Kentucky,Harrison,38.0,10.0
Kentucky,Hart,48.0,14.0
Kentucky,Henderson,122.0,80.0
Kentucky,Henry,38.0,8.0
Kentucky,Hickman,10.0,0.0
Kentucky,Hopkins,176.0,50.0
Kentucky,Jackson,0.0,0.0
Kentucky,Jefferson,1606.0,1391.0
Kentucky,Jessamine,125.0,119.0
Kentucky,Johnson,24.0,13.0
Kentucky,Kenton,212.0,360.0
Kentucky,Knott,16.0,4.0
Kentucky,Knox,47.0,11.0
Kentucky,Larue,46.0,0.0
Kentucky,Laurel,83.0,80.0
Kentucky,Lawrence,20.0,8.0
Kentucky,Lee,6.0,3.0
Kentucky,Leslie,8.0,0.0
Kentucky,Letcher,23.0,10.0
Kentucky,Lewis,8.0,0.0
Kentucky,Lincoln,64.0,0.0
Kentucky,Livingston,26.0,10.0
Kentucky,Logan,90.0,18.0
Kentucky,Lyon,22.0,20.0
Kentucky,Madison,154.0,189.0
Kentucky,Magoffin,8.0,0.0
Kentucky,Marion,24.0,19.0
Kentucky,Marshall,118.0,39.0
Kentucky,Martin,8.0,7.0
Kentucky,Mason,64.0,16.0
Kentucky,McCracken,229.0,152.0
Kentucky,McCreary,14.0,9.0
Kentucky,McLean,34.0,0.0
Kentucky,Meade,40.0,42.0
Kentucky,Menifee,3.0,6.0
Kentucky,Mercer,52.0,27.0
Kentucky,Metcalfe,16.0,9.0
Kentucky,Monroe,16.0,12.0
Kentucky,Montgomery,45.0,41.0
Kentucky,Morgan,14.0,0.0
Kentucky,Muhlenberg,132.0,15.0
Kentucky,Nelson,88.0,73.0
Kentucky,Nicholas,16.0,0.0
Kentucky,Ohio,66.0,15.0
Kentucky,Oldham,98.0,178.0
Kentucky,Owen,32.0,0.0
Kentucky,Owsley,0.0,7.0
Kentucky,Pendleton,30.0,13.0
Kentucky,Perry,37.0,17.0
Kentucky,Pike,89.0,57.0
Kentucky,Powell,18.0,12.0
Kentucky,Pulaski,120.0,99.0
Kentucky,Robertson,6.0,0.0
Kentucky,Rockcastle,20.0,4.0
Kentucky,Rowan,37.0,35.0
Kentucky,Russell,39.0,25.0
Kentucky,Scott,87.0,117.0
Kentucky,Shelby,106.0,81.0
Kentucky,Simpson,46.0,23.0
Kentucky,Spencer,26.0,13.0
Kentucky,Statewide Kentucky,10.0,0.0
Kentucky,Taylor,83.0,48.0
Kentucky,Todd,48.0,3.0
Kentucky,Trigg,63.0,11.0
Kentucky,Trimble,12.0,0.0
Kentucky,Union,33.0,11.0
Kentucky,Warren,223.0,282.0
Kentucky,Washington,38.0,14.0
Kentucky,Wayne,30.0,7.0
Kentucky,Webster,48.0,10.0
Kentucky,Whitley,59.0,41.0
Kentucky,Wolfe,0.0,8.0
Kentucky,Woodford,55.0,49.0
Louisiana,Acadia Parish,82.0,81.0
Louisiana,Allen Parish,56.0,11.0
Louisiana,Ascension Parish,109.0,278.0
Louisiana,Assumption Parish,29.0,8.0
Louisiana,Avoyelles Parish,74.0,36.0
Louisiana,Beauregard Parish,98.0,49.0
Louisiana,Bienville Parish,36.0,3.0
Louisiana,Bossier Parish,166.0,326.0
Louisiana,Caddo Parish,575.0,650.0
Louisiana,Calcasieu Parish,406.0,432.0
Louisiana,Caldwell Parish,24.0,6.0
Louisiana,Cameron Parish,16.0,14.0
Louisiana,Catahoula Parish,36.0,0.0
Louisiana,Claiborne Parish,22.0,0.0
Louisiana,Concordia Parish,40.0,9.0
Louisiana,De Soto Parish,72.0,14.0
Louisiana,East Baton Rouge Parish,1066.0,1406.0
Louisiana,East Carroll Parish,16.0,4.0
Louisiana,East Feliciana Parish,26.0,12.0
Louisiana,Evangeline Parish,55.0,21.0
Louisiana,Franklin Parish,59.0,24.0
Louisiana,Grant Parish,48.0,6.0
Louisiana,Iberia Parish,80.0,100.0
Louisiana,Iberville Parish,48.0,40.0
Louisiana,Jackson Parish,54.0,13.0
Louisiana,Jefferson Davis Parish,57.0,38.0
Louisiana,Jefferson Parish,566.0,1212.0
Louisiana,La Salle Parish,38.0,6.0
Louisiana,Lafayette Parish,335.0,964.0
Louisiana,Lafourche Parish,71.0,132.0
Louisiana,Lincoln Parish,124.0,142.0
Louisiana,Livingston Parish,189.0,180.0
Louisiana,Madison Parish,11.0,27.0
Louisiana,Morehouse Parish,83.0,41.0
Louisiana,Natchitoches Parish,118.0,86.0
Louisiana,Orleans Parish,958.0,1202.0
Louisiana,Ouachita Parish,384.0,460.0
Louisiana,Plaquemines Parish,27.0,48.0
Louisiana,Pointe Coupee Parish,26.0,31.0
Louisiana,Rapides Parish,326.0,325.0
Louisiana,Red River Parish,17.0,0.0
Louisiana,Richland Parish,50.0,37.0
Louisiana,Sabine Parish,62.0,30.0
Louisiana,St. Bernard Parish,40.0,58.0
Louisiana,St. Charles Parish,81.0,63.0
Louisiana,St. Helena Parish,20.0,0.0
Louisiana,St. James Parish,26.0,16.0
Louisiana,St. John the Baptist Parish,41.0,46.0
Louisiana,St. Landry Parish,122.0,128.0
Louisiana,St. Martin Parish,51.0,58.0
Louisiana,St. Mary Parish,75.0,67.0
Louisiana,St. Tammany Parish,341.0,740.0
Louisiana,Statewide Louisiana,14.0,0.0
Louisiana,Tangipahoa Parish,225.0,255.0
Louisiana,Tensas Parish,0.0,8.0
Louisiana,Terrebonne Parish,91.0,220.0
Louisiana,Union Parish,54.0,26.0
Louisiana,Vermilion Parish,62.0,65.0
Louisiana,Vernon Parish,72.0,49.0
Louisiana,Washington Parish,84.0,28.0
Louisiana,Webster Parish,104.0,52.0
Louisiana,West Baton Rouge Parish,36.0,22.0
Louisiana,West Carroll Parish,46.0,0.0
Louisiana,West Feliciana Parish,24.0,23.0
Louisiana,Winn Parish,39.0,8.0
Maine,Androscoggin,167.0,284.0
Maine,Aroostook,141.0,166.0
Maine,Cumberland,878.0,1706.0
Maine,Franklin,84.0,104.0
Maine,Hancock,164.0,260.0
Maine,Kennebec,398.0,276.0
Maine,Knox,139.0,198.0
Maine,Lincoln,98.0,140.0
Maine,Oxford,129.0,120.0
Maine,Penobscot,281.0,434.0
Maine,Piscataquis,51.0,46.0
Maine,Sagadahoc,69.0,79.0
Maine,Somerset,95.0,107.0
Maine,Statewide Maine,16.0,0.0
Maine,Waldo,80.0,92.0
Maine,Washington,53.0,38.0
Maine,York,305.0,657.0
Maryland,Allegany,229.0,101.0
Maryland,Anne Arundel,941.0,1674.0
Maryland,Baltimore,1364.0,2414.0
Maryland,Baltimore city,1438.0,1612.0
Maryland,Calvert,134.0,205.0
Maryland,Caroline,58.0,21.0
Maryland,Carroll,304.0,366.0
Maryland,Cecil,151.0,242.0
Maryland,Charles,202.0,281.0
Maryland,Dorchester,73.0,75.0
Maryland,Frederick,484.0,666.0
Maryland,Garrett,93.0,95.0
Maryland,Harford,328.0,585.0
Maryland,Howard,590.0,982.0
Maryland,Kent,68.0,77.0
Maryland,Montgomery,1109.0,1038.0
Maryland,Prince George's,1542.0,1586.0
Maryland,Queen Anne's,83.0,156.0
Maryland,Somerset,62.0,24.0
Maryland,St. Mary's,166.0,216.0
Maryland,Statewide Maryland,22.0,0.0
Maryland,Talbot,129.0,177.0
Maryland,Washington,393.0,320.0
Maryland,Wicomico,201.0,291.0
Maryland,Worcester,228.0,374.0
Massachusetts,Barnstable,588.0,1065.0
Massachusetts,Berkshire,288.0,352.0
Massachusetts,Bristol,755.0,1166.0
Massachusetts,Dukes,90.0,189.0
Massachusetts,Essex,1244.0,1849.0
Massachusetts,Franklin,180.0,117.0
Massachusetts,Hampden,762.0,904.0
Massachusetts,Hampshire,306.0,288.0
Massachusetts,Middlesex,119.0,1559.0
Massachusetts,Nantucket,56.0,182.0
Massachusetts,Norfolk,1212.0,2302.0
Massachusetts,Plymouth,693.0,1190.0
Massachusetts,Statewide Massachusetts,20.0,0.0
Massachusetts,Suffolk,1017.0,1722.0
Massachusetts,Worcester,1286.0,1654.0
Michigan,Alcona,24.0,13.0
Michigan,Alger,34.0,16.0
Michigan,Allegan,244.0,207.0
Michigan,Alpena,86.0,40.0
Michigan,Antrim,67.0,70.0
Michigan,Arenac,22.0,20.0
Michigan,Baraga,22.0,0.0
Michigan,Barry,125.0,44.0
Michigan,Bay,182.0,132.0
Michigan,Benzie,50.0,58.0
Michigan,Berrien,346.0,378.0
Michigan,Branch,87.0,62.0
Michigan,Calhoun,275.0,185.0
Michigan,Cass,86.0,81.0
Michigan,Charlevoix,92.0,104.0
Michigan,Cheboygan,70.0,74.0
Michigan,Chippewa,82.0,57.0
Michigan,Clare,65.0,36.0
Michigan,Clinton,110.0,162.0
Michigan,Crawford,28.0,20.0
Michigan,Delta,95.0,57.0
Michigan,Dickinson,82.0,48.0
Michigan,Eaton,258.0,196.0
Michigan,Emmet,115.0,169.0
Michigan,Genesee,712.0,691.0
Michigan,Gladwin,47.0,32.0
Michigan,Gogebic,46.0,26.0
Michigan,Grand Traverse,229.0,320.0
Michigan,Gratiot,98.0,28.0
Michigan,Hillsdale,108.0,54.0
Michigan,Houghton,101.0,57.0
Michigan,Huron,102.0,50.0
Michigan,Ingham,868.0,628.0
Michigan,Ionia,98.0,46.0
Michigan,Iosco,73.0,47.0
Michigan,Iron,34.0,31.0
Michigan,Isabella,117.0,130.0
Michigan,Jackson,273.0,261.0
Michigan,Kalamazoo,497.0,552.0
Michigan,Kalkaska,24.0,10.0
Michigan,Kent,1546.0,1618.0
Michigan,Keweenaw,0.0,3.0
Michigan,Lake,28.0,16.0
Michigan,Lapeer,147.0,137.0
Michigan,Leelanau,71.0,87.0
Michigan,Lenawee,226.0,157.0
Michigan,Livingston,236.0,403.0
Michigan,Luce,26.0,14.0
Michigan,Mackinac,52.0,33.0
Michigan,Macomb,872.0,1512.0
Michigan,Manistee,63.0,50.0
Michigan,Marquette,194.0,133.0
Michigan,Mason,72.0,60.0
Michigan,Mecosta,98.0,68.0
Michigan,Menominee,47.0,30.0
Michigan,Midland,189.0,117.0
Michigan,Missaukee,34.0,7.0
Michigan,Monroe,212.0,197.0
Michigan,Montcalm,130.0,54.0
Michigan,Montmorency,24.0,15.0
Michigan,Muskegon,332.0,222.0
Michigan,Newaygo,125.0,51.0
Michigan,Oakland,1854.0,1198.0
Michigan,Oceana,49.0,49.0
Michigan,Ogemaw,42.0,44.0
Michigan,Ontonagon,20.0,0.0
Michigan,Osceola,69.0,28.0
Michigan,Oscoda,22.0,27.0
Michigan,Otsego,52.0,63.0
Michigan,Ottawa,664.0,664.0
Michigan,Presque Isle,44.0,15.0
Michigan,Roscommon,72.0,75.0
Michigan,Saginaw,406.0,286.0
Michigan,Sanilac,84.0,46.0
Michigan,Schoolcraft,20.0,11.0
Michigan,Shiawassee,138.0,72.0
Michigan,St. Clair,254.0,206.0
Michigan,St. Joseph,154.0,72.0
Michigan,Statewide Michigan,12.0,0.0
Michigan,Tuscola,111.0,54.0
Michigan,Van Buren,146.0,120.0
Michigan,Washtenaw,744.0,890.0
Michigan,Wayne,125.0,1578.0
Michigan,Wexford,66.0,82.0
Minnesota,Aitkin,64.0,34.0
Minnesota,Anoka,432.0,1084.0
Minnesota,Becker,107.0,94.0
Minnesota,Beltrami,109.0,128.0
Minnesota,Benton,82.0,97.0
Minnesota,Big Stone,32.0,10.0
Minnesota,Blue Earth,164.0,204.0
Minnesota,Brown,84.0,64.0
Minnesota,Carlton,93.0,53.0
Minnesota,Carver,180.0,359.0
Minnesota,Cass,115.0,104.0
Minnesota,Chippewa,73.0,7.0
Minnesota,Chisago,100.0,126.0
Minnesota,Clay,138.0,129.0
Minnesota,Clearwater,34.0,0.0
Minnesota,Cook,30.0,25.0
Minnesota,Cottonwood,55.0,20.0
Minnesota,Crow Wing,209.0,272.0
Minnesota,Dakota,620.0,1442.0
Minnesota,Dodge,62.0,25.0
Minnesota,Douglas,156.0,142.0
Minnesota,Faribault,73.0,16.0
Minnesota,Fillmore,122.0,35.0
Minnesota,Freeborn,112.0,40.0
Minnesota,Goodhue,175.0,106.0
Minnesota,Grant,38.0,10.0
Minnesota,Hennepin,239.0,1458.0
Minnesota,Houston,60.0,30.0
Minnesota,Hubbard,53.0,55.0
Minnesota,Isanti,86.0,84.0
Minnesota,Itasca,130.0,92.0
Minnesota,Jackson,48.0,20.0
Minnesota,Kanabec,50.0,18.0
Minnesota,Kandiyohi,163.0,100.0
Minnesota,Kittson,35.0,0.0
Minnesota,Koochiching,40.0,29.0
Minnesota,Lac qui Parle,30.0,7.0
Minnesota,Lake,34.0,29.0
Minnesota,Lake of the Woods,31.0,20.0
Minnesota,Le Sueur,70.0,77.0
Minnesota,Lincoln,32.0,6.0
Minnesota,Lyon,77.0,66.0
Minnesota,Mahnomen,10.0,0.0
Minnesota,Marshall,60.0,0.0
Minnesota,Martin,79.0,38.0
Minnesota,McLeod,128.0,81.0
Minnesota,Meeker,79.0,40.0
Minnesota,Mille Lacs,90.0,70.0
Minnesota,Morrison,135.0,49.0
Minnesota,Mower,117.0,50.0
Minnesota,Murray,56.0,17.0
Minnesota,Nicollet,75.0,51.0
Minnesota,Nobles,72.0,13.0
Minnesota,Norman,26.0,8.0
Minnesota,Olmsted,341.0,448.0
Minnesota,Otter Tail,222.0,128.0
Minnesota,Pennington,46.0,43.0
Minnesota,Pine,85.0,46.0
Minnesota,Pipestone,50.0,0.0
Minnesota,Polk,124.0,49.0
Minnesota,Pope,68.0,20.0
Minnesota,Ramsey,1466.0,1726.0
Minnesota,Red Lake,18.0,0.0
Minnesota,Redwood,75.0,40.0
Minnesota,Renville,84.0,20.0
Minnesota,Rice,151.0,150.0
Minnesota,Rock,48.0,27.0
Minnesota,Roseau,47.0,34.0
Minnesota,Scott,180.0,459.0
Minnesota,Sherburne,135.0,248.0
Minnesota,Sibley,53.0,16.0
Minnesota,St. Louis,613.0,518.0
Minnesota,Statewide Minnesota,12.0,0.0
Minnesota,Stearns,389.0,460.0
Minnesota,Steele,112.0,54.0
Minnesota,Stevens,49.0,24.0
Minnesota,Swift,34.0,17.0
Minnesota,Todd,99.0,51.0
Minnesota,Traverse,18.0,0.0
Minnesota,Wabasha,79.0,47.0
Minnesota,Wadena,55.0,24.0
Minnesota,Waseca,58.0,28.0
Minnesota,Washington,324.0,950.0
Minnesota,Watonwan,55.0,11.0
Minnesota,Wilkin,17.0,10.0
Minnesota,Winona,119.0,106.0
Minnesota,Wright,232.0,405.0
Minnesota,Yellow Medicine,64.0,0.0
Mississippi,Adams,81.0,49.0
Mississippi,Alcorn,79.0,28.0
Mississippi,Amite,37.0,10.0
Mississippi,Attala,50.0,18.0
Mississippi,Benton,16.0,0.0
Mississippi,Bolivar,90.0,86.0
Mississippi,Calhoun,42.0,11.0
Mississippi,Carroll,22.0,12.0
Mississippi,Chickasaw,41.0,6.0
Mississippi,Choctaw,18.0,0.0
Mississippi,Claiborne,13.0,7.0
Mississippi,Clarke,57.0,0.0
Mississippi,Clay,55.0,26.0
Mississippi,Coahoma,42.0,71.0
Mississippi,Copiah,62.0,20.0
Mississippi,Covington,45.0,6.0
Mississippi,DeSoto,255.0,272.0
Mississippi,Forrest,193.0,177.0
Mississippi,Franklin,38.0,6.0
Mississippi,George,44.0,14.0
Mississippi,Greene,24.0,0.0
Mississippi,Grenada,49.0,37.0
Mississippi,Hancock,63.0,75.0
Mississippi,Harrison,361.0,453.0
Mississippi,Hinds,710.0,527.0
Mississippi,Holmes,37.0,29.0
Mississippi,Humphreys,21.0,7.0
Mississippi,Issaquena,0.0,0.0
Mississippi,Itawamba,54.0,20.0
Mississippi,Jackson,237.0,193.0
Mississippi,Jasper,37.0,0.0
Mississippi,Jefferson,7.0,0.0
Mississippi,Jefferson Davis,30.0,0.0
Mississippi,Jones,208.0,68.0
Mississippi,Kemper,22.0,0.0
Mississippi,Lafayette,135.0,161.0
Mississippi,Lamar,119.0,148.0
Mississippi,Lauderdale,244.0,125.0
Mississippi,Lawrence,44.0,6.0
Mississippi,Leake,59.0,20.0
Mississippi,Lee,206.0,179.0
Mississippi,Leflore,63.0,76.0
Mississippi,Lincoln,111.0,35.0
Mississippi,Lowndes,153.0,144.0
Mississippi,Madison,250.0,428.0
Mississippi,Marion,94.0,31.0
Mississippi,Marshall,56.0,32.0
Mississippi,Monroe,91.0,19.0
Mississippi,Montgomery,29.0,6.0
Mississippi,Neshoba,63.0,24.0
Mississippi,Newton,61.0,19.0
Mississippi,Noxubee,27.0,0.0
Mississippi,Oktibbeha,119.0,123.0
Mississippi,Panola,81.0,6.0
Mississippi,Pearl River,96.0,69.0
Mississippi,Perry,22.0,0.0
Mississippi,Pike,126.0,62.0
Mississippi,Pontotoc,64.0,37.0
Mississippi,Prentiss,49.0,26.0
Mississippi,Quitman,18.0,12.0
Mississippi,Rankin,310.0,361.0
Mississippi,Scott,75.0,10.0
Mississippi,Sharkey,22.0,12.0
Mississippi,Simpson,71.0,19.0
Mississippi,Smith,34.0,0.0
Mississippi,Statewide Mississippi,9.0,0.0
Mississippi,Stone,23.0,6.0
Mississippi,Sunflower,62.0,13.0
Mississippi,Tallahatchie,47.0,20.0
Mississippi,Tate,74.0,20.0
Mississippi,Tippah,86.0,0.0
Mississippi,Tishomingo,29.0,27.0
Mississippi,Tunica,11.0,25.0
